Region,Date,Frequency,Estimated Unemployment Rate (%),Estimated Employed,Estimated Labour Participation Rate (%),Area
Puducherry,30-06-2020,Monthly,14.34,13045925,45.65,Rural
Puducherry,31-07-2020,Monthly,13.09,13000688,45.84,Rural
Puducherry,31-08-2020,Monthly,10.61,13171119,45.04,Rural
Puducherry,30-09-2020,Monthly,6.24,13296402,44.73,Rural
Puducherry,31-10-2020,Monthly,10.41,13158001,44.55,Rural
Puducherry,30-11-2020,Monthly,13.25,13052579,45.42,Rural
Puducherry,31-01-2019,Monthly,4.93,8987016,44.7,Urban
Puducherry,28-02-2019,Monthly,8.08,8848708,45.82,Urban
Puducherry,31-03-2019,Monthly,7.22,8879035,44.29,Urban
Puducherry,30-04-2019,Monthly,7.85,8854601,45.82,Urban
Puducherry,31-05-2019,Monthly,9.02,8824678,44.8,Urban
Puducherry,30-06-2019,Monthly,9.48,8810182,44.74,Urban
Puducherry,31-07-2019,Monthly,7.6,8963389,47.39,Urban
Puducherry,31-08-2019,Monthly,7.22,8837847,43.62,Urban
Puducherry,30-09-2019,Monthly,9.39,8905366,42.94,Urban
Puducherry,31-10-2019,Monthly,9.01,8907276,46.96,Urban
Puducherry,30-11-2019,Monthly,6.33,8905899,44.38,Urban
Puducherry,31-12-2019,Monthly,8.32,8879221,44.65,Urban
Puducherry,31-01-2020,Monthly,8.6,8974722,47.02,Urban
Puducherry,29-02-2020,Monthly,4.69,9089803,46.3,Urban
Puducherry,31-03-2020,Monthly,13.12,8715094,46.1,Urban
Puducherry,30-04-2020,Monthly,21.7,8568173,46.48,Urban
Puducherry,31-05-2020,Monthly,13.26,8721425,46.7,Urban
Puducherry,30-06-2020,Monthly,16.04,8714324,44.82,Urban
Puducherry,31-07-2020,Monthly,7.82,8859175,47.49,Urban
Puducherry,31-08-2020,Monthly,8.65,8846479,45.46,Urban
Puducherry,30-09-2020,Monthly,7.87,8920584,46.32,Urban
Puducherry,31-10-2020,Monthly,8.36,8897957,45.43,Urban
Puducherry,30-11-2020,Monthly,7.56,8911197,46.12,Urban
Punjab,31-01-2019,Monthly,,18956776,40.17,Rural
Punjab,28-02-2019,Monthly,7.01,18882833,39.7,Rural
Punjab,31-03-2019,Monthly,3.05,19082222,40.82,Rural
Punjab,30-04-2019,Monthly,7.45,18921398,37.91,Rural
Punjab,31-05-2019,Monthly,3.92,19048574,39.68,Rural
Punjab,30-06-2019,Monthly,5.5,19052776,38.61,Rural
Punjab,31-07-2019,Monthly,4.2,19119039,40.8,Rural
Punjab,31-08-2019,Monthly,6.05,18974604,42.72,Rural
Punjab,30-09-2019,Monthly,1.5,19251374,37.53,Rural
Punjab,31-10-2019,Monthly,7.0,18875050,38.66,Rural
Punjab,30-11-2019,Monthly,6.65,18785063,40.93,Rural
Punjab,31-12-2019,Monthly,5.39,18941500,37.44,Rural
Punjab,31-01-2020,Monthly,3.68,19138232,39.81,Rural
Punjab,29-02-2020,Monthly,3.17,19197489,40.24,Rural
Punjab,31-03-2020,Monthly,14.39,18479521,41.51,Rural
Punjab,30-04-2020,Monthly,17.06,18283913,37.31,Rural
Punjab,31-05-2020,Monthly,12.53,18589923,39.34,Rural
Punjab,30-06-2020,Monthly,11.41,18591264,39.5,Rural
Punjab,31-07-2020,Monthly,6.1,18896086,37.54,Rural
Punjab,31-08-2020,Monthly,7.69,18947798,39.38,Rural
Punjab,30-09-2020,Monthly,7.68,18772547,41.31,Rural
Punjab,31-10-2020,Monthly,7.46,18836610,42.0,Rural
Punjab,30-11-2020,Monthly,6.9,18984801,40.25,Rural
Punjab,31-01-2019,Monthly,4.14,7589190,37.33,Urban
Punjab,28-02-2019,Monthly,6.53,7556085,33.15,Urban
Punjab,31-03-2019,Monthly,2.94,7642390,35.44,Urban
Punjab,30-04-2019,Monthly,4.14,7657421,35.64,Urban
Punjab,31-05-2019,Monthly,3.43,7679896,34.68,Urban
Punjab,30-06-2019,Monthly,1.69,7663072,34.74,Urban
Punjab,31-07-2019,Monthly,4.29,7547332,34.23,Urban
Punjab,31-08-2019,Monthly,7.36,7526808,36.06,Urban
Punjab,30-09-2019,Monthly,5.5,7605071,34.42,Urban
Punjab,31-10-2019,Monthly,1.6,7773980,34.85,Urban
Punjab,30-11-2019,Monthly,3.49,7680893,34.98,Urban
Punjab,31-12-2019,Monthly,3.92,7611562,37.05,Urban
Punjab,31-01-2020,Monthly,4.65,7683966,35.18,Urban
Punjab,29-02-2020,Monthly,4.4,7594888,35.61,Urban
Punjab,31-03-2020,Monthly,10.19,7496390,35.76,Urban
Punjab,30-04-2020,Monthly,11.28,7483418,37.3,Urban
Punjab,31-05-2020,Monthly,8.38,7655671,35.37,Urban
Punjab,30-06-2020,Monthly,10.59,7535737,36.52,Urban
Punjab,31-07-2020,Monthly,3.45,7678322,32.81,Urban
Punjab,31-08-2020,Monthly,6.07,7619346,37.51,Urban
Punjab,30-09-2020,Monthly,6.44,7553379,35.37,Urban
Punjab,31-10-2020,Monthly,3.6,7729506,36.01,Urban
Punjab,30-11-2020,Monthly,5.58,7542455,35.21,Urban
Rajasthan,31-01-2019,Monthly,5.61,5920022,47.61,Rural
Rajasthan,28-02-2019,Monthly,10.35,5844028,48.0,Rural
Rajasthan,31-03-2019,Monthly,8.55,5809298,50.03,Rural
Rajasthan,30-04-2019,Monthly,8.24,5874890,49.63,Rural
Rajasthan,31-05-2019,Monthly,7.05,5810340,47.48,Rural
Rajasthan,30-06-2019,Monthly,9.31,5770963,47.59,Rural
Rajasthan,31-07-2019,Monthly,6.83,5824304,46.73,Rural
Rajasthan,31-08-2019,Monthly,4.64,5898499,44.31,Rural
Rajasthan,30-09-2019,Monthly,9.14,5784817,47.33,Rural
Rajasthan,31-10-2019,Monthly,4.79,5887830,46.43,Rural
Rajasthan,30-11-2019,Monthly,7.93,5876469,47.52,Rural
Rajasthan,31-12-2019,Monthly,5.86,5837950,48.29,Rural
Rajasthan,31-01-2020,Monthly,6.45,5847743,47.37,Rural
Rajasthan,29-02-2020,Monthly,5.37,5887079,47.46,Rural
Rajasthan,31-03-2020,Monthly,16.33,5569636,48.69,Rural
Rajasthan,30-04-2020,Monthly,24.24,5401270,46.92,Rural
Rajasthan,31-05-2020,Monthly,12.27,5721838,49.14,Rural
Rajasthan,30-06-2020,Monthly,17.42,5585713,46.63,Rural
Rajasthan,31-07-2020,Monthly,9.4,5772211,47.92,Rural
Rajasthan,31-08-2020,Monthly,12.99,5689835,45.73,Rural
Rajasthan,30-09-2020,Monthly,11.31,5767345,46.71,Rural
Rajasthan,31-10-2020,Monthly,7.78,5798107,48.6,Rural
Rajasthan,30-11-2020,Monthly,13.62,5636050,47.83,Rural
Rajasthan,31-01-2019,Monthly,10.46,3836033,42.72,Urban
Rajasthan,28-02-2019,Monthly,10.85,3767812,45.86,Urban
Rajasthan,31-03-2019,Monthly,9.35,3755936,43.97,Urban
Rajasthan,30-04-2019,Monthly,7.55,3779984,46.75,Urban
Rajasthan,31-05-2019,Monthly,8.58,3788850,43.89,Urban
Rajasthan,30-06-2019,Monthly,9.01,3805932,46.83,Urban
Rajasthan,31-07-2019,Monthly,10.2,3819066,44.09,Urban
Rajasthan,31-08-2019,Monthly,12.14,3793834,45.07,Urban
Rajasthan,30-09-2019,Monthly,13.39,3711254,43.5,Urban
Rajasthan,31-10-2019,Monthly,8.49,3801050,45.38,Urban
Rajasthan,30-11-2019,Monthly,9.89,3810744,45.53,Urban
Rajasthan,31-12-2019,Monthly,8.53,3791513,46.4,Urban
Rajasthan,31-01-2020,Monthly,13.81,3780839,45.44,Urban
Rajasthan,29-02-2020,Monthly,11.34,3771017,46.88,Urban
Rajasthan,31-03-2020,Monthly,25.9,3607715,45.61,Urban
Rajasthan,30-04-2020,Monthly,34.45,3452287,44.63,Urban
Rajasthan,31-05-2020,Monthly,,3736818,46.98,Urban
Rajasthan,30-06-2020,Monthly,24.18,3621771,43.59,Urban
Rajasthan,31-07-2020,Monthly,13.71,3796068,44.91,Urban
Rajasthan,31-08-2020,Monthly,14.11,3788544,45.25,Urban
Rajasthan,30-09-2020,Monthly,16.61,3763170,46.76,Urban
Rajasthan,31-10-2020,Monthly,18.09,3664722,45.05,Urban
Rajasthan,30-11-2020,Monthly,13.91,3834243,45.38,Urban
Sikkim,31-01-2019,Monthly,3.56,19924730,46.44,Rural
Sikkim,28-02-2019,Monthly,6.85,19796722,45.56,Rural
Sikkim,31-03-2019,Monthly,4.91,19849631,47.83,Rural
Sikkim,30-04-2019,Monthly,7.39,19714953,44.65,Rural
Sikkim,31-05-2019,Monthly,8.43,19603546,45.4,Rural
Sikkim,30-06-2019,Monthly,6.89,19702419,45.63,Rural
Sikkim,31-07-2019,Monthly,6.06,19831494,46.91,Rural
Sikkim,31-08-2019,Monthly,6.93,19666255,45.01,Rural
Sikkim,30-09-2019,Monthly,3.65,19938297,45.43,Rural
Sikkim,31-10-2019,Monthly,4.79,19852230,47.26,Rural
Sikkim,30-11-2019,Monthly,7.16,19755294,46.93,Rural
Sikkim,31-12-2019,Monthly,5.46,19773854,47.88,Rural
Sikkim,31-01-2020,Monthly,6.15,19899468,45.97,Rural
Sikkim,29-02-2020,Monthly,5.36,19830177,46.81,Rural
Sikkim,31-03-2020,Monthly,16.44,19195998,46.23,Rural
Sikkim,30-04-2020,Monthly,22.65,18810977,45.53,Rural
Sikkim,31-05-2020,Monthly,14.19,19343570,46.32,Rural
Sikkim,30-06-2020,Monthly,11.13,19477452,48.57,Rural
Sikkim,31-07-2020,Monthly,7.33,19697795,46.61,Rural
Sikkim,31-08-2020,Monthly,8.91,19626465,48.57,Rural
Sikkim,30-09-2020,Monthly,10.2,19536301,47.04,Rural
Sikkim,31-10-2020,Monthly,8.07,19696367,47.52,Rural
Sikkim,30-11-2020,Monthly,9.87,19548092,45.71,Rural
Sikkim,31-01-2019,Monthly,8.77,15920224,37.45,Urban
Sikkim,28-02-2019,Monthly,8.26,15855414,34.48,Urban
Sikkim,31-03-2019,Monthly,5.74,16036296,35.76,Urban
Sikkim,30-04-2019,Monthly,4.92,15992516,32.44,Urban
Sikkim,31-05-2019,Monthly,9.5,15993432,38.48,Urban
Sikkim,30-06-2019,Monthly,6.8,15935183,33.84,Urban
Sikkim,31-07-2019,Monthly,9.71,15789909,36.41,Urban
Sikkim,31-08-2019,Monthly,6.47,16070768,33.72,Urban
Sikkim,30-09-2019,Monthly,7.38,15833994,35.88,Urban
Sikkim,31-10-2019,Monthly,7.47,15931571,35.43,Urban
Sikkim,30-11-2019,Monthly,7.22,15924211,34.09,Urban
Sikkim,31-12-2019,Monthly,7.37,15969386,35.89,Urban
Sikkim,31-01-2020,Monthly,7.76,15866583,35.49,Urban
Sikkim,29-02-2020,Monthly,5.44,15955277,37.45,Urban
Sikkim,31-03-2020,Monthly,15.25,15612819,35.17,Urban
Sikkim,30-04-2020,Monthly,23.29,15126854,37.07,Urban
Sikkim,31-05-2020,Monthly,20.66,15299565,35.68,Urban
Sikkim,30-06-2020,Monthly,17.66,15351078,36.05,Urban
Sikkim,31-07-2020,Monthly,8.4,15918288,35.04,Urban
Sikkim,31-08-2020,Monthly,7.62,15883693,35.99,Urban
Sikkim,30-09-2020,Monthly,7.06,15859005,34.23,Urban
Sikkim,31-10-2020,Monthly,11.15,15796414,34.84,Urban
Sikkim,30-11-2020,Monthly,10.98,15751408,35.32,Urban
Tamil Nadu,31-01-2019,Monthly,7.4,11110505,37.68,Rural
Tamil Nadu,28-02-2019,Monthly,7.53,11140172,37.73,Rural
Tamil Nadu,31-03-2019,Monthly,7.07,11149780,37.27,Rural
Tamil Nadu,30-04-2019,Monthly,6.29,11150146,35.71,Rural
Tamil Nadu,31-05-2019,Monthly,4.35,11267124,36.39,Rural
Tamil Nadu,30-06-2019,Monthly,6.79,11247937,37.48,Rural
Tamil Nadu,31-07-2019,Monthly,5.35,11245936,36.44,Rural
Tamil Nadu,31-08-2019,Monthly,6.3,11167238,37.35,Rural
Tamil Nadu,30-09-2019,Monthly,5.38,11217713,36.99,Rural
Tamil Nadu,31-10-2019,Monthly,5.47,11240993,36.81,Rural
Tamil Nadu,30-11-2019,Monthly,5.57,11226522,36.66,Rural
Tamil Nadu,31-12-2019,Monthly,8.39,11101865,37.07,Rural
Tamil Nadu,31-01-2020,Monthly,,11124054,37.22,Rural
Tamil Nadu,29-02-2020,Monthly,5.24,11158596,39.05,Rural
Tamil Nadu,31-03-2020,Monthly,14.49,10931107,36.3,Rural
Tamil Nadu,30-04-2020,Monthly,15.84,10826851,36.23,Rural
Tamil Nadu,31-05-2020,Monthly,18.83,10804997,38.77,Rural
Tamil Nadu,30-06-2020,Monthly,12.36,11055526,37.29,Rural
Tamil Nadu,31-07-2020,Monthly,9.54,11026170,37.03,Rural
Tamil Nadu,31-08-2020,Monthly,8.74,11078698,35.8,Rural
Tamil Nadu,30-09-2020,Monthly,6.6,11142679,37.46,Rural
Tamil Nadu,31-10-2020,Monthly,7.09,11189022,37.21,Rural
Tamil Nadu,30-11-2020,Monthly,8.02,11216229,37.63,Rural
Tamil Nadu,31-01-2019,Monthly,10.8,5684809,35.72,Urban
Tamil Nadu,28-02-2019,Monthly,9.49,5756193,38.24,Urban
Tamil Nadu,31-03-2019,Monthly,11.49,5650763,37.26,Urban
Tamil Nadu,30-04-2019,Monthly,8.67,5816933,37.85,Urban
Tamil Nadu,31-05-2019,Monthly,7.99,5679876,37.3,Urban
Tamil Nadu,30-06-2019,Monthly,11.56,5746054,36.84,Urban
Tamil Nadu,31-07-2019,Monthly,9.71,5739421,38.7,Urban
Tamil Nadu,31-08-2019,Monthly,9.25,5795831,38.44,Urban
Tamil Nadu,30-09-2019,Monthly,10.07,5724862,37.34,Urban
Tamil Nadu,31-10-2019,Monthly,7.2,5900741,36.6,Urban
Tamil Nadu,30-11-2019,Monthly,10.55,5773421,36.61,Urban
Tamil Nadu,31-12-2019,Monthly,7.41,5753471,37.35,Urban
Tamil Nadu,31-01-2020,Monthly,10.07,5748296,38.15,Urban
Tamil Nadu,29-02-2020,Monthly,8.3,5831642,36.28,Urban
Tamil Nadu,31-03-2020,Monthly,20.61,5551969,37.09,Urban
Tamil Nadu,30-04-2020,Monthly,19.35,5528151,37.71,Urban
Tamil Nadu,31-05-2020,Monthly,18.24,5640854,39.33,Urban
Tamil Nadu,30-06-2020,Monthly,19.37,5630381,36.81,Urban
Tamil Nadu,31-07-2020,Monthly,13.11,5681097,36.57,Urban
Tamil Nadu,31-08-2020,Monthly,10.01,5829013,38.89,Urban
Tamil Nadu,30-09-2020,Monthly,10.38,5774033,38.01,Urban
Tamil Nadu,31-10-2020,Monthly,8.04,5776214,37.87,Urban
Tamil Nadu,30-11-2020,Monthly,14.49,5644979,36.76,Urban
Telangana,31-01-2019,Monthly,3.7,11408873,43.46,Rural
Telangana,28-02-2019,Monthly,5.17,11245541,42.55,Rural
Telangana,31-03-2019,Monthly,7.4,11251884,42.92,Rural
Telangana,30-04-2019,Monthly,2.83,11348062,43.55,Rural
Telangana,31-05-2019,Monthly,5.3,11206950,45.03,Rural
Telangana,30-06-2019,Monthly,6.78,11105735,43.82,Rural
Telangana,31-07-2019,Monthly,5.19,11235798,45.7,Rural
Telangana,31-08-2019,Monthly,3.09,11357465,41.35,Rural
Telangana,30-09-2019,Monthly,1.5,11391287,40.9,Rural
Telangana,31-10-2019,Monthly,4.4,11291787,43.07,Rural
Telangana,30-11-2019,Monthly,3.35,11324804,43.42,Rural
Telangana,31-12-2019,Monthly,5.19,11258210,41.48,Rural
Telangana,31-01-2020,Monthly,3.51,11352539,43.42,Rural
Telangana,29-02-2020,Monthly,2.57,11359048,42.59,Rural
Telangana,31-03-2020,Monthly,8.3,11127504,42.82,Rural
Telangana,30-04-2020,Monthly,13.86,10962564,42.73,Rural
Telangana,31-05-2020,Monthly,8.02,11205251,42.58,Rural
Telangana,30-06-2020,Monthly,9.23,11135410,43.0,Rural
Telangana,31-07-2020,Monthly,9.26,11163616,44.43,Rural
Telangana,31-08-2020,Monthly,3.63,11397803,43.26,Rural
Telangana,30-09-2020,Monthly,6.15,11219182,43.37,Rural
Telangana,31-10-2020,Monthly,5.71,11291703,46.04,Rural
Telangana,30-11-2020,Monthly,6.7,11190624,44.24,Rural
Telangana,31-01-2019,Monthly,8.84,3117583,49.67,Urban
Telangana,28-02-2019,Monthly,5.25,3224874,49.72,Urban
Telangana,31-03-2019,Monthly,3.66,3252941,49.17,Urban
Telangana,30-04-2019,Monthly,5.39,3228480,48.98,Urban
Telangana,31-05-2019,Monthly,3.22,3218586,49.81,Urban
Telangana,30-06-2019,Monthly,3.68,3175850,49.26,Urban
Telangana,31-07-2019,Monthly,6.83,3151728,49.59,Urban
Telangana,31-08-2019,Monthly,2.79,3208060,49.11,Urban
Telangana,30-09-2019,Monthly,4.64,3279249,47.16,Urban
Telangana,31-10-2019,Monthly,4.02,3176092,49.55,Urban
Telangana,30-11-2019,Monthly,4.3,3241600,49.55,Urban
Telangana,31-12-2019,Monthly,4.37,3206029,49.66,Urban
Telangana,31-01-2020,Monthly,5.23,3183906,49.72,Urban
Telangana,29-02-2020,Monthly,6.08,3219829,50.23,Urban
Telangana,31-03-2020,Monthly,10.22,3066059,48.52,Urban
Telangana,30-04-2020,Monthly,15.0,3069946,50.72,Urban
Telangana,31-05-2020,Monthly,9.39,3206441,48.52,Urban
Telangana,30-06-2020,Monthly,9.27,3256143,48.45,Urban
Telangana,31-07-2020,Monthly,6.54,3164710,47.19,Urban
Telangana,31-08-2020,Monthly,3.94,3118041,49.6,Urban
Telangana,30-09-2020,Monthly,6.44,3193201,48.14,Urban
Telangana,31-10-2020,Monthly,9.42,3114803,49.62,Urban
Telangana,30-11-2020,Monthly,1.5,3279358,50.98,Urban
Tripura,31-01-2019,Monthly,5.54,12159707,50.43,Rural
Tripura,28-02-2019,Monthly,7.15,12093235,51.01,Rural
Tripura,31-03-2019,Monthly,4.86,12179979,49.07,Rural
Tripura,30-04-2019,Monthly,5.14,12136043,49.64,Rural
Tripura,31-05-2019,Monthly,5.86,12136768,50.32,Rural
Tripura,30-06-2019,Monthly,3.67,12135765,49.82,Rural
Tripura,31-07-2019,Monthly,3.62,12270409,49.33,Rural
Tripura,31-08-2019,Monthly,3.68,12220851,51.5,Rural
Tripura,30-09-2019,Monthly,3.23,12196872,49.48,Rural
Tripura,31-10-2019,Monthly,5.68,12087843,49.61,Rural
Tripura,30-11-2019,Monthly,7.53,12068532,50.02,Rural
Tripura,31-12-2019,Monthly,3.26,12239180,48.36,Rural
Tripura,31-01-2020,Monthly,3.82,12220143,50.16,Rural
Tripura,29-02-2020,Monthly,4.62,12108217,52.85,Rural
Tripura,31-03-2020,Monthly,11.41,11863465,46.08,Rural
Tripura,30-04-2020,Monthly,12.49,11819342,50.41,Rural
Tripura,31-05-2020,Monthly,9.36,11986477,50.28,Rural
Tripura,30-06-2020,Monthly,4.81,12157536,49.38,Rural
Tripura,31-07-2020,Monthly,6.59,12027579,49.74,Rural
Tripura,31-08-2020,Monthly,5.61,12139937,47.71,Rural
Tripura,30-09-2020,Monthly,6.72,12025530,46.82,Rural
Tripura,31-10-2020,Monthly,6.37,12254283,49.64,Rural
Tripura,30-11-2020,Monthly,8.03,12088114,50.02,Rural
Tripura,31-01-2019,Monthly,8.02,8280389,45.17,Urban
Tripura,28-02-2019,Monthly,8.58,8419658,47.01,Urban
Tripura,31-03-2019,Monthly,10.52,8264812,47.42,Urban
Tripura,30-04-2019,Monthly,5.58,8422850,43.1,Urban
Tripura,31-05-2019,Monthly,11.02,8335226,46.84,Urban
Tripura,30-06-2019,Monthly,9.51,8330197,48.54,Urban
Tripura,31-07-2019,Monthly,9.48,8316443,45.52,Urban
Tripura,31-08-2019,Monthly,8.04,8385341,45.68,Urban
Tripura,30-09-2019,Monthly,8.08,8354008,47.17,Urban
Tripura,31-10-2019,Monthly,11.34,8286793,47.71,Urban
Tripura,30-11-2019,Monthly,6.34,8395100,45.95,Urban
Tripura,31-12-2019,Monthly,8.35,8250355,45.37,Urban
Tripura,31-01-2020,Monthly,7.5,8368495,47.02,Urban
Tripura,29-02-2020,Monthly,9.18,8331030,47.52,Urban
Tripura,31-03-2020,Monthly,21.98,7960900,46.83,Urban
Tripura,30-04-2020,Monthly,30.61,7745228,45.59,Urban
Tripura,31-05-2020,Monthly,26.01,7822106,46.33,Urban
Tripura,30-06-2020,Monthly,16.58,8082593,47.56,Urban
Tripura,31-07-2020,Monthly,,8165423,45.63,Urban
Tripura,31-08-2020,Monthly,13.2,8189523,45.88,Urban
Tripura,30-09-2020,Monthly,9.66,8284902,47.46,Urban
Tripura,31-10-2020,Monthly,8.38,8304650,48.42,Urban
Tripura,30-11-2020,Monthly,13.64,8193676,47.79,Urban
Uttar Pradesh,31-01-2019,Monthly,10.04,10912269,37.38,Rural
Uttar Pradesh,28-02-2019,Monthly,8.64,11011764,35.21,Rural
Uttar Pradesh,31-03-2019,Monthly,11.46,10849589,36.73,Rural
Uttar Pradesh,30-04-2019,Monthly,8.08,11004927,37.78,Rural
Uttar Pradesh,31-05-2019,Monthly,5.76,11046300,37.04,Rural
Uttar Pradesh,30-06-2019,Monthly,9.98,10935871,38.65,Rural
Uttar Pradesh,31-07-2019,Monthly,8.15,10902349,34.79,Rural
Uttar Pradesh,31-08-2019,Monthly,8.67,10906210,34.9,Rural
Uttar Pradesh,30-09-2019,Monthly,10.0,10954777,36.19,Rural
Uttar Pradesh,31-10-2019,Monthly,9.89,10902191,36.25,Rural
Uttar Pradesh,30-11-2019,Monthly,10.32,10967951,35.2,Rural
Uttar Pradesh,31-12-2019,Monthly,12.73,10831624,35.52,Rural
Uttar Pradesh,31-01-2020,Monthly,5.69,11037230,34.6,Rural
Uttar Pradesh,29-02-2020,Monthly,10.25,10885521,36.44,Rural
Uttar Pradesh,31-03-2020,Monthly,14.73,10861354,36.27,Rural
Uttar Pradesh,30-04-2020,Monthly,34.57,10110532,37.24,Rural
Uttar Pradesh,31-05-2020,Monthly,17.04,10661024,35.09,Rural
Uttar Pradesh,30-06-2020,Monthly,25.69,10445241,36.36,Rural
Uttar Pradesh,31-07-2020,Monthly,14.31,10746798,36.92,Rural
Uttar Pradesh,31-08-2020,Monthly,10.03,10934014,35.72,Rural
Uttar Pradesh,30-09-2020,Monthly,12.18,10892504,36.5,Rural
Uttar Pradesh,31-10-2020,Monthly,15.13,10763357,34.87,Rural
Uttar Pradesh,30-11-2020,Monthly,14.93,10794841,35.78,Rural
Uttar Pradesh,31-01-2019,Monthly,8.62,13119872,38.89,Urban
Uttar Pradesh,28-02-2019,Monthly,9.89,13173320,40.99,Urban
Uttar Pradesh,31-03-2019,Monthly,12.18,13010832,39.23,Urban
Uttar Pradesh,30-04-2019,Monthly,11.84,13105440,40.7,Urban
Uttar Pradesh,31-05-2019,Monthly,11.41,13077130,40.88,Urban
Uttar Pradesh,30-06-2019,Monthly,10.65,13103672,41.74,Urban
Uttar Pradesh,31-07-2019,Monthly,11.93,13049850,41.22,Urban
Uttar Pradesh,31-08-2019,Monthly,10.93,13003436,42.26,Urban
Uttar Pradesh,30-09-2019,Monthly,7.26,13255561,42.71,Urban
Uttar Pradesh,31-10-2019,Monthly,8.86,13222006,42.61,Urban
Uttar Pradesh,30-11-2019,Monthly,6.27,13292165,43.69,Urban
Uttar Pradesh,31-12-2019,Monthly,8.88,13137970,42.04,Urban
Uttar Pradesh,31-01-2020,Monthly,10.76,13149363,42.24,Urban
Uttar Pradesh,29-02-2020,Monthly,11.7,12962414,42.79,Urban
Uttar Pradesh,31-03-2020,Monthly,28.59,12404818,43.29,Urban
Uttar Pradesh,30-04-2020,Monthly,25.97,12451801,42.35,Urban
Uttar Pradesh,31-05-2020,Monthly,28.83,12358298,42.36,Urban
Uttar Pradesh,30-06-2020,Monthly,24.25,12600887,42.74,Urban
Uttar Pradesh,31-07-2020,Monthly,17.57,12786657,42.8,Urban
Uttar Pradesh,31-08-2020,Monthly,15.37,12894917,41.98,Urban
Uttar Pradesh,30-09-2020,Monthly,11.86,12999098,42.55,Urban
Uttar Pradesh,31-10-2020,Monthly,14.22,12945031,41.34,Urban
Uttar Pradesh,30-11-2020,Monthly,15.14,12952352,41.89,Urban
Uttarakhand,31-01-2019,Monthly,5.93,17683655,37.53,Rural
Uttarakhand,28-02-2019,Monthly,6.71,17569314,38.44,Rural
Uttarakhand,31-03-2019,Monthly,3.41,17667625,36.59,Rural
Uttarakhand,30-04-2019,Monthly,6.44,17597229,38.14,Rural
Uttarakhand,31-05-2019,Monthly,5.59,17631344,39.28,Rural
Uttarakhand,30-06-2019,Monthly,5.34,17585106,37.78,Rural
Uttarakhand,31-07-2019,Monthly,4.6,17625641,37.99,Rural
Uttarakhand,31-08-2019,Monthly,5.12,17586150,39.14,Rural
Uttarakhand,30-09-2019,Monthly,3.82,17766927,39.09,Rural
Uttarakhand,31-10-2019,Monthly,8.56,17510103,40.25,Rural
Uttarakhand,30-11-2019,Monthly,4.73,17636744,38.69,Rural
Uttarakhand,31-12-2019,Monthly,7.11,17590879,39.93,Rural
Uttarakhand,31-01-2020,Monthly,7.03,17508776,38.75,Rural
Uttarakhand,29-02-2020,Monthly,5.35,17707141,36.85,Rural
Uttarakhand,31-03-2020,Monthly,9.25,17391434,38.94,Rural
Uttarakhand,30-04-2020,Monthly,,17126814,38.21,Rural
Uttarakhand,31-05-2020,Monthly,17.06,17043453,39.54,Rural
Uttarakhand,30-06-2020,Monthly,8.04,17558854,36.78,Rural
Uttarakhand,31-07-2020,Monthly,5.26,17668573,37.21,Rural
Uttarakhand,31-08-2020,Monthly,9.81,17379000,39.01,Rural
Uttarakhand,30-09-2020,Monthly,9.09,17368459,40.24,Rural
Uttarakhand,31-10-2020,Monthly,6.06,17567468,37.47,Rural
Uttarakhand,30-11-2020,Monthly,7.16,17504444,37.59,Rural
Uttarakhand,31-01-2019,Monthly,6.24,17360697,45.44,Urban
Uttarakhand,28-02-2019,Monthly,6.96,17357574,45.92,Urban
Uttarakhand,31-03-2019,Monthly,6.61,17420423,45.55,Urban
Uttarakhand,30-04-2019,Monthly,8.12,17220132,44.21,Urban
Uttarakhand,31-05-2019,Monthly,5.89,17407218,44.63,Urban
Uttarakhand,30-06-2019,Monthly,9.44,17203143,45.56,Urban
Uttarakhand,31-07-2019,Monthly,6.9,17435683,46.02,Urban
Uttarakhand,31-08-2019,Monthly,5.47,17396462,43.39,Urban
Uttarakhand,30-09-2019,Monthly,8.47,17342563,43.83,Urban
Uttarakhand,31-10-2019,Monthly,4.26,17607975,44.16,Urban
Uttarakhand,30-11-2019,Monthly,6.59,17347728,46.52,Urban
Uttarakhand,31-12-2019,Monthly,8.21,17255653,42.82,Urban
Uttarakhand,31-01-2020,Monthly,6.83,17412455,44.96,Urban
Uttarakhand,29-02-2020,Monthly,7.47,17303867,43.73,Urban
Uttarakhand,31-03-2020,Monthly,19.0,16736828,42.98,Urban
Uttarakhand,30-04-2020,Monthly,19.16,16711070,47.77,Urban
Uttarakhand,31-05-2020,Monthly,18.65,16717991,46.11,Urban
Uttarakhand,30-06-2020,Monthly,17.59,16917534,44.25,Urban
Uttarakhand,31-07-2020,Monthly,6.18,17379776,45.2,Urban
Uttarakhand,31-08-2020,Monthly,13.94,17007505,43.16,Urban
Uttarakhand,30-09-2020,Monthly,8.86,17262036,43.48,Urban
Uttarakhand,31-10-2020,Monthly,7.88,17336209,44.06,Urban
Uttarakhand,30-11-2020,Monthly,8.8,17220838,46.44,Urban
West Bengal,31-01-2019,Monthly,9.52,6411790,50.34,Rural
West Bengal,28-02-2019,Monthly,5.93,6611910,50.65,Rural
West Bengal,31-03-2019,Monthly,9.85,6499306,49.49,Rural
West Bengal,30-04-2019,Monthly,6.66,6595585,51.12,Rural
